river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Little Wapwallopen Creek,Little Wapwallopen Creek_1,What is the approximate length of Little Wapwallopen Creek in miles?,17 miles,27 miles,39.5 miles,102 miles,17 kilometers,0
Little Wapwallopen Creek,Little Wapwallopen Creek_2,Which of the following surficial geology types is NOT mentioned as being in the vicinity of Little Wapwallopen Creek?,Wisconsinan Till,Alluvial fan,Glacial outwash,Wetlands,Alluvium,2
Little Warrior River,Little Warrior River_1,What is the approximate length of the Little Warrior River in kilometers?,11 km,7 km,18 km,1.1 km,70 km,0
Little Warrior River,Little Warrior River_2,The Little Warrior River originates near the town of Locust Fork due to the confluence of which two waterways?,Calvert Prong and the Little Warrior River,Calvert Prong and the Locust Fork,Black Warrior River and the Calvert Prong,Locust Fork and the Black Warrior River,Calvert Prong and an unnamed tributary,0
Little Washita River,Little Washita River_1,What is the approximate watershed area of the Little Washita River in square miles?,236 square miles,611 square miles,236 square kilometers,611 square kilometers,23.6 square miles,0
Little Washita River,Little Washita River_2,The Little Washita River is a tributary to which larger river system?,Red River,Washita River,Oklahoma River,Comanche River,Grady River,1
Little Wekiva River,Little Wekiva River_1,What is the approximate area of the Little Wekiva River's drainage basin in square miles?,42 square miles,15 square miles,110 square miles,24 square miles,40 square miles,0
Little Wekiva River,Little Wekiva River_2,"The Little Wekiva River flows into which larger river system, ultimately contributing to Florida's longest river?",Wekiva River,St. Johns River,Little Wekiva River,Orlando River,Greater Orlando River,0
Little Wenatchee River,Little Wenatchee River_1,What is the approximate vertical drop of the Little Wenatchee River at Little Wenatchee Falls?,60 feet (18 m),50 feet (15 m),70 feet (21 m),60 meters (197 ft),18 feet (5.5 m),0
Little Wenatchee River,Little Wenatchee River_2,Which river is described as the northern and larger of the two rivers flowing into Lake Wenatchee?,The White River,The Little Wenatchee River,The North Fork Skykomish River,Cady Creek,The Skykomish River,0
Little West Kill,Little West Kill_1,At what specific location does the Little West Kill merge with another waterway?,"By Lexington, New York",Near Schoharie Creek,In the town of Lexington,Adjacent to the Schoharie Reservoir,"South of Lexington, New York",0
Little West Kill,Little West Kill_2,Which larger river system is the Little West Kill a tributary to?,Schoharie Creek,Hudson River,Mohawk River,East Kill,West Kill,0
Little Wheeling Creek,Little Wheeling Creek_1,What is the Strahler stream order of Little Wheeling Creek?,4th order,3rd order,5th order,2nd order,1st order,0
Little Wheeling Creek,Little Wheeling Creek_2,Little Wheeling Creek is a tributary to which larger river system?,Wheeling Creek,Ohio River,Little Kanawha River,Monongahela River,New River,0
Little White Salmon River,Little White Salmon River_1,What is the approximate length of the challenging whitewater kayaking stretch on the Little White Salmon River?,4 miles (6.4 km),19 miles (31 km),136 square miles (350 km2),6.4 miles (4 km),31 km (19 miles),0
Little White Salmon River,Little White Salmon River_2,What is the estimated population of the Little White Salmon River basin in the year 2000?,513,136,19,350,31,0
Little Whiteface River (North),Little Whiteface River (North)_1,What is the total length of the Little Whiteface River (North) in miles?,8.8 miles,14.2 miles,7.0 miles,9.5 miles,14.2 km,0
Little Whiteface River (North),Little Whiteface River (North)_2,The Little Whiteface River (North) is one of how many tributaries of the Whiteface River that share the same name?,Two,One,Three,Four,Five,0
Little Whiteface River (South),Little Whiteface River (South)_1,What is the approximate length of the Little Whiteface River (South) in miles?,4.4 miles,7.1 miles,3.0 miles,5.0 miles,6.0 miles,0
Little Whiteface River (South),Little Whiteface River (South)_2,The Little Whiteface River (South) is one of how many tributaries of the Whiteface River that share the same name?,Two,Three,One,Four,Five,0
Little Wichita River,Little Wichita River_1,What U.S. state is the Little Wichita River located in?,Texas,Oklahoma,Arkansas,Kansas,New Mexico,0
Little Wichita River,Little Wichita River_2,The Little Wichita River is a geographical feature primarily associated with which of the following?,A river,A mountain range,A desert,A lake,A canyon,0
Little Wicomico River,Little Wicomico River_1,What is the approximate tidal extent of the Little Wicomico River's flow?,Mostly tidal,Entirely tidal,Slightly tidal,Non-tidal,Partially tidal,0
Little Wicomico River,Little Wicomico River_2,At what specific geographical confluence does the Little Wicomico River empty into the Chesapeake Bay?,The junction of the south shore of the Potomac River and Chesapeake Bay,The junction of the north shore of the Potomac River and Chesapeake Bay,The junction of the Rappahannock River and Chesapeake Bay,The junction of the James River and Chesapeake Bay,The junction of the York River and Chesapeake Bay,0
Little Willamette River,Little Willamette River_1,"What is the approximate distance, in miles, from the Little Willamette River's confluence with the Willamette River to the Columbia River?",121.5 miles,568 miles,3 miles,195.5 miles,5 miles,0
Little Willamette River,Little Willamette River_2,"What is the total acreage of Bowers Rock State Park, through which the Little Willamette River flows along its lower course?",195.5 acres,5 miles,3 miles,230 acres,568 acres,3
Little Willis River,Little Willis River_1,What is the approximate distance in miles from the confluence of the Little Willis River with the Willis River to Farmville?,9 miles,15.5 miles,24.9 miles,14 miles,15 miles,0
Little Willis River,Little Willis River_2,"If the Little Willis River flows east from Buckingham County into Cumberland County, and its total length is 24.9 km, what is the approximate length of the section of the river within Buckingham County?",Approximately 10.5 km,Approximately 14 km,Approximately 24.9 km,Approximately 9 km,Approximately 15.5 km,0
Little Willow River (Mississippi River tributary),Little Willow River (Mississippi River tributary)_1,What is the approximate distance between the Little Willow River's confluence with the Mississippi River and the town of Aitkin?,5 km,3 miles,26.2 miles,42.2 km,3 km,1
Little Willow River (Mississippi River tributary),Little Willow River (Mississippi River tributary)_2,"If the Little Willow River flows generally south, and its source is in western Aitkin County, which major river does it ultimately join?",The Missouri River,The Red River of the North,The Mississippi River,The St. Lawrence River,The Ohio River,2
Little Wind River (Wyoming),Little Wind River (Wyoming)_1,What is the primary geographic direction of flow for the Little Wind River after originating in the Wind River Range?,Southeast,Northwest,Southwest,Northeast,East,0
Little Wind River (Wyoming),Little Wind River (Wyoming)_2,Near which Wyoming town does the Little Wind River merge with the Big Wind River?,Fort Washakie,Riverton,Ethete,Casper,Cheyenne,1
Little Wood River (Idaho),Little Wood River (Idaho)_1,What is the total length of the Little Wood River in miles?,130 miles,210 miles,130 kilometers,210 kilometers,13 miles,0
Little Wood River (Idaho),Little Wood River (Idaho)_2,Which river is the Little Wood River a direct tributary to?,Columbia River,Snake River,Malad River,Little Wood River,Idaho River,2
Little Yaquina River,Little Yaquina River_1,What is the approximate shoreline length of Hamar Lake in miles?,0.4 miles,1.7 miles,4.3 miles,0.6 miles,1.0 miles,0
Little Yaquina River,Little Yaquina River_2,The Little Yaquina River flows generally south through which county before meeting the main stem?,Benton County,Lincoln County,Oregon County,Central County,Yaquina County,1
Little Zigzag River,Little Zigzag River_1,What is the approximate length of the Little Zigzag River in miles?,5 miles,8 miles,3 miles,10 miles,6 miles,0
Little Zigzag River,Little Zigzag River_2,The Little Zigzag River is a tributary of which larger river?,Sandy River,Mount Hood River,Zigzag Glacier River,Zigzag River,Cascade River,3
Littlefield River,Littlefield River_1,What is the total length of the Littlefield River in kilometers?,6.1 km,3.8 km,9.9 km,3.8 miles,6.1 miles,0
Littlefield River,Littlefield River_2,"Which river system is the Littlefield River a tributary of, ultimately leading to the Atlantic Ocean?",Middle Branch Mousam River,Mousam River,Atlantic Ocean,Shaker Pond,York River,0
Lively Run,Lively Run_1,In which New York county is the Lively Run primarily located?,Seneca County,Cayuga County,Tompkins County,Ontario County,Monroe County,0
Lively Run,Lively Run_2,The Lively Run empties into which specific body of water near Interlaken Beach?,Cayuga Lake,Seneca Lake,Oneida Lake,Lake Ontario,Canandaigua Lake,0
Livingston Creek,Livingston Creek_1,Livingston Creek is located within which two counties in Virginia?,Washington and Scott counties,Scott and Smyth counties,Washington and Russell counties,Lee and Scott counties,Russell and Washington counties,0
Livingston Creek,Livingston Creek_2,Livingston Creek is a tributary of which larger river system?,North Fork Holston River,South Fork Holston River,New River,Roanoke River,James River,0
Lizard Creek (Iowa),Lizard Creek (Iowa)_1,What is the predominant composition of Lizard Creek's streambed?,Rock and sand with many large boulders,Clay and silt with occasional gravel,Peat and organic matter with submerged logs,Gravel and cobbles with fine sediment,Bedrock with minimal sediment deposition,0
Lizard Creek (Iowa),Lizard Creek (Iowa)_2,What characteristic distinguishes Lizard Creek's water clarity compared to other midwestern streams?,Unusually clear,Moderately turbid,Consistently murky,Slightly colored,Extremely opaque,0
Lizard Creek (Pennsylvania),Lizard Creek (Pennsylvania)_1,What is the approximate length of Lizard Creek in kilometers?,27.8 km,17.3 km,27.3 km,17.8 km,28.7 km,0
Lizard Creek (Pennsylvania),Lizard Creek (Pennsylvania)_2,Near which Pennsylvania borough does Lizard Creek merge with the Lehigh River?,Bowmanstown,Schuylkill Haven,Lehighton,Palmerton,Jim Thorpe,0
Llagas Creek,Llagas Creek_1,What is the primary purpose of the percolation ponds located south of Gilroy along Llagas Creek?,Wastewater treatment,Flood control,Agricultural irrigation,Hydroelectric power generation,Recreational boating,0
Llagas Creek,Llagas Creek_2,Which geographical feature marks the origin of Llagas Creek's headwaters?,Crystal Peak,Loma Prieta,Chesbro Reservoir,Pajaro River,San Benito County line,0
Llano River,Llano River_1,"Which geologic formation, characterized by Precambrian granite, does the Llano River carve through in Central Texas?",The Llano Uplift,The Edwards Plateau,The West Texas Arid Lands,The Colorado River Basin,The Rio de las Chanas,0
Llano River,Llano River_2,The Llano River's headwaters are formed by the confluence of two spring-fed tributaries just east of which small town?,Junction,Llano,Kingsland,Mason,San Antonio,0
Lobitos Creek,Lobitos Creek_1,In which U.S. state is Lobitos Creek located?,California,Oregon,Nevada,Arizona,Washington,0
Lobitos Creek,Lobitos Creek_2,Lobitos Creek is a stream within which California county?,Santa Clara County,San Mateo County,Alameda County,Sonoma County,Marin County,1
Lochloosa Creek,Lochloosa Creek_1,What is the total area of the Lochloosa Creek watershed in square miles?,42.7 square miles,111 square miles,42.7 square kilometers,111 square kilometers,50.1 square miles,0
