river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Madison River,Madison River_2,The Madison River's formation at Madison Junction is a confluence of which two rivers?,Madison and Hebgen rivers,Jefferson and Gallatin rivers,Missouri and Yellowstone rivers,Bear Trap and Ennis rivers,Firehole and Gibbon rivers,4
Madonna Creek,Madonna Creek_1,Madonna Creek is a tributary of which larger watercourse?,Madonna River,San Mateo River,California Creek,USA Creek,Pilarcitos Creek,4
Madonna Creek,Madonna Creek_2,What is the approximate length of Madonna Creek in miles?,4.0 kilometers,2.5 kilometers,2.5 miles,1.0 miles,4.0 miles,2
Madrona Creek,Madrona Creek_1,What is the approximate starting elevation of the Madrona Creek daylighting project?,Below 38th Avenue,At Lake Washington,Approximately 38 meters,Exactly 38 feet,Above 38th Avenue,4
Madrona Creek,Madrona Creek_2,As of what year was the Madrona Creek daylighting project actively underway?,2004,2006,2007,2008,2005,1
Magalloway River,Magalloway River_1,What is the total descent of the Magalloway River over the 2-mile stretch below Aziscohos Lake?,200 feet (61 m),150 feet (46 m),300 feet (91 m),100 feet (30 m),250 feet (76 m),4
Magalloway River,Magalloway River_2,Which of the following is NOT listed as a tributary of the Magalloway River?,Little Magalloway River,West Branch,Third East Branch,Androscoggin River,Dead Diamond River,3
Maggie Creek (Humboldt River tributary),Maggie Creek (Humboldt River tributary)_1,Maggie Creek originates in which mountain range before flowing into the Humboldt River?,Black Rock Range,Ruby Mountains,Jarbidge Mountains,Pilot Range,Independence Mountains,4
Maggie Creek (Humboldt River tributary),Maggie Creek (Humboldt River tributary)_2,What is the approximate length of Maggie Creek in miles?,120.5 miles,85.4 miles,90.1 miles,75.9 miles,137.4 miles,1
Maggotty Creek,Maggotty Creek_1,Maggotty Creek is a tributary of which river?,Creek River,Maggotty River,Pittsylvania River,Virginia River,Stinking River,4
Maggotty Creek,Maggotty Creek_2,What is the approximate length of Maggotty Creek in miles?,5.10 kilometers,3.17 kilometers,3.17 miles,10.27 miles,5.10 miles,2
Magothy River,Magothy River_1,"What is the approximate distance, in miles, from the Magothy River's mouth to the paddling access point at Spriggs Farm Park?",19.5 miles,0.5 miles,12.1 miles,1 mile,2 miles,4
Magothy River,Magothy River_2,"If Beachwood Park is located a half mile east of the Magothy Bridge Road bridge, and it's on the north shore, what is the relative position of the Magothy River to the Severn River?",The Magothy River is east of the Severn River.,The Magothy River is north of the Severn River.,The Magothy River is west of the Severn River.,The Magothy River is adjacent to the Severn River.,The Magothy River is south of the Severn River.,1
Magpie Creek,Magpie Creek_1,In which U.S. state is Magpie Creek located?,Wyoming,South Dakota,Montana,Nebraska,North Dakota,4
Magpie Creek,Magpie Creek_2,What is the origin of the name 'Magpie Creek'?,Named after a Native American tribe known for magpie imagery,"Named after a prominent local family, the Magpies",Named for a historical mining operation called Magpie Mine,Named for the sound of the water resembling magpie calls,Named for the magpie birds native to North Dakota,4
Mahanoy Creek,Mahanoy Creek_1,What is the approximate total length of Mahanoy Creek in kilometers?,19.0 km,51.6 km,35.0 km,21.0 km,83.0 km,4
Mahanoy Creek,Mahanoy Creek_2,Which of the following is NOT listed as a tributary of Mahanoy Creek?,Zerbe Run,Susquehanna River,Schwaben Creek,North Mahanoy Creek,Shenandoah Creek,1
Mahoney Creek,Mahoney Creek_1,What is the geographical designation of Mahoney Creek within the United States?,A tributary in Montana,A river in Nebraska,A creek in Wyoming,A waterway in North Dakota,A stream in South Dakota,4
Mahoney Creek,Mahoney Creek_2,What is the origin of the name 'Mahoney Creek'?,Based on the dominant flora,Derived from a Native American term,Commemorates a historical event,Reflects a geological feature,Named after a local family,4
Mahoning Creek (Allegheny River tributary),Mahoning Creek (Allegheny River tributary)_1,Mahoning Creek is a tributary of which major river system?,Monongahela River,Ohio River,Susquehanna River,Delaware River,Allegheny River,4
Mahoning Creek (Allegheny River tributary),Mahoning Creek (Allegheny River tributary)_2,In which country is Mahoning Creek located?,Germany,United States,Mexico,France,Canada,1
Mahoning Creek (Susquehanna River tributary),Mahoning Creek (Susquehanna River tributary)_1,Mahoning Creek is designated as a Trout-Stocking Fishery for what portion of its length?,The lower half of its length,The entire length,The upper half of its length,Approximately 10.6 miles,Part of its length,4
Mahoning Creek (Susquehanna River tributary),Mahoning Creek (Susquehanna River tributary)_2,Which of the following rock formations is NOT listed as a main rock formation within the Mahoning Creek watershed?,The Marcellus Shale Formation,The Trimmers Rock Formation,The Onondaga and Old Port Formation,The Catskill Formation,The Hamilton Group,0
Mahoning River,Mahoning River_1,What is the total elevation drop of the Mahoning River from its headwaters to its outfall?,"1,296 feet (395 m)",629 feet (192 m),761 feet (232 m),461 feet (140 m),535 feet (163 m),4
Mahoning River,Mahoning River_2,At what elevation does the Mahoning River join the Shenango River to form the Beaver River?,Approximately 761 feet (232 m),761 feet (232 m),535 feet (163 m),The abstract does not specify the elevation at the confluence.,"1,296 feet (395 m)",1
Mahoras Brook,Mahoras Brook_1,What is the approximate distance in miles between Mahoras Brook's source and its mouth?,3.0 miles,5.6 miles,4.0 miles,6.0 miles,3.5 miles,4
Mahoras Brook,Mahoras Brook_2,Mahoras Brook flows into which larger waterway on its left bank?,The Navesink River,New Jersey State Route 35,A small glen,Holland Road,Laurel Avenue,0
Maidford River,Maidford River_1,What is the total length of the Maidford River in miles?,3.9 miles,6.6 miles,5.0 miles,4.5 miles,4.1 miles,4
Maidford River,Maidford River_2,How many dams are present along the entire course of the Maidford River?,Three dams,One dam,Two dams,Four dams,Zero dams,1
Maiford River,Maiford River_1,What is the approximate length of the Maiford River in miles?,0.5 mi,1.0 mi,1.6 mi,1.2 mi,0.6 mi,4
Maiford River,Maiford River_2,How many dams are present along the entire course of the Maiford River?,Three,One,Two,Multiple,None,4
Mail Shack Creek,Mail Shack Creek_1,What is the primary geographical classification of Mail Shack Creek?,Brook,River,Creek,Channel,Stream,4
Mail Shack Creek,Mail Shack Creek_2,What was the original purpose of the shelter that gave Mail Shack Creek its name?,Ferry crossing,Fishing lodge,Ranger station,Weather monitoring post,Mail delivery point,4
Maine (river),Maine (river)_1,What is the precise length of the Maine (river) in kilometers?,12 km,7.1 km,11 km,11.5 mi,11.5 km,4
Maine (river),Maine (river)_2,The Maine (river) is formed by the confluence of which two rivers north of Angers?,Maine and Sarthe,Loire and Mayenne,Sarthe and Loire,Meodena and Mayenne,Mayenne and Sarthe,4
Maine River (Maine),Maine River (Maine)_1,"What is the approximate distance, in miles, the Maine River flows from Pocomoonshine Lake to Crawford Lake?",5.0 miles,8.9 miles,6.0 miles,4.5 miles,5.5 miles,4
Maine River (Maine),Maine River (Maine)_2,The Maine River originates from Pocomoonshine Lake at which geographic coordinates?,45°07′33″S 67°32′50″W,45°07′33″S 67°32′50″E,45°07′33″N 67°32′50″E,45°07′33″W 67°32′50″N,45°07′33″N 67°32′50″W,4
"Malad River (Gooding County, Idaho)","Malad River (Gooding County, Idaho)_1",The Malad River is a tributary to which major river system in Idaho?,Payette River,Boise River,Salmon River,Clearwater River,Snake River,4
"Malad River (Gooding County, Idaho)","Malad River (Gooding County, Idaho)_2",In which U.S. state is the Malad River primarily located?,Oregon,Montana,Wyoming,Utah,Idaho,4
Malad River (Idaho-Utah),Malad River (Idaho-Utah)_1,What is the approximate length of the Malad River in miles?,105 miles,156 miles,90 miles,150 miles,97 miles,4
Malad River (Idaho-Utah),Malad River (Idaho-Utah)_2,The Malad River is a tributary of which larger river system?,Green River,Bear River,Colorado River,Columbia River,Snake River,1
Malden River,Malden River_1,What is the maximum width of the Malden River in meters?,2.3 miles,3.7 km,675 ft,206 km,206 m,4
Malden River,Malden River_2,Which of the following entities utilizes a state-of-the-art boat house located on the west bank of the Malden River?,TeleCom City,Tufts University rowing team,Rivers Edge development,The Mystic River rowing club,Malden High School,1
Malheur River,Malheur River_1,What is the approximate length of the Malheur River in kilometers?,195 km,190 km,300 km,310 km,306 km,4
Malheur River,Malheur River_2,The Malheur River is a tributary to which larger river system?,The Harney River,The Columbia River,The Malheur Lake,The Blue Mountains River,The Snake River,4
Malibu Creek,Malibu Creek_1,What is the maximum elevation reached by the tributary creeks of Malibu Creek within its watershed?,100 feet (30 m),109 square miles (280 km2),13.4 miles (21.6 km),"3,000 km","3,000 feet (910 m)",4
Malibu Creek,Malibu Creek_2,Malibu Creek's mainstem begins at the confluence of two creeks and flows for a specific distance before reaching Malibu Lagoon. What is this distance in miles?,280 miles,"3,000 miles",13.4 miles,21.6 miles,109 miles,2
Malibu Creek,Malibu Creek_1,What is the maximum elevation reached by the tributary creeks of Malibu Creek within Ventura County?,280 feet (85 m),"3,000 km (1,864 mi)",109 feet (33 m),13.4 feet (4 m),"3,000 feet (910 m)",4
Malibu Creek,Malibu Creek_2,What is the total drainage area of the Malibu Creek watershed in square miles?,21.6 km,13.4 miles,109 square miles,"3,000 feet",280 km2,2
Mallard Creek (Rocky River tributary),Mallard Creek (Rocky River tributary)_1,What is the order of Mallard Creek within its river system?,1st order,2nd order,4th order,5th order,3rd order,4
Mallard Creek (Rocky River tributary),Mallard Creek (Rocky River tributary)_2,What is the approximate length of Mallard Creek in miles?,19.68 mi,12.23 km,12.23 mi,25.00 mi,19.68 mi,2
Mallet Creek (Ohio),Mallet Creek (Ohio)_1,What is the approximate length of Mallet Creek in kilometers?,18.3 miles,11.4 km,29.7 km,11.4 miles,18.3 km,4
Mallet Creek (Ohio),Mallet Creek (Ohio)_2,Mallet Creek is a tributary of which larger river system?,Medina River,East Branch Rocky River,Mallet River,Ohio River,West Branch Rocky River,4
Malletts Creek,Malletts Creek_1,What percentage of Malletts Creek's watershed is covered by impermeable surfaces?,30%,60%,50%,70%,40%,4
Malletts Creek,Malletts Creek_2,Malletts Creek is a tributary to which larger river?,Creek River,Michigan River,Washtenaw River,Detroit River,Huron River,4
Mallory Brook,Mallory Brook_1,Mallory Brook empties into which major river system?,Hudson River,East Branch Delaware River,Susquehanna River,Delaware River,West Branch Delaware River,4
Mallory Brook,Mallory Brook_2,Near which New York settlement does Mallory Brook converge with its receiving water body?,Deposit,Walton,Delhi,Bainbridge,Hawleys,4
Mallorys Creek (Little Nottoway River tributary),Mallorys Creek (Little Nottoway River tributary)_1,What percentage of the Mallorys Creek watershed is comprised of agricultural land?,61%,54%,46%,100%,39%,4
Mallorys Creek (Little Nottoway River tributary),Mallorys Creek (Little Nottoway River tributary)_2,Mallorys Creek is a tributary to which larger river system?,United States River,Little Nottoway River,Carys Creek,Virginia River,Chowan-Albemarle drainage,1
Malpaso Creek,Malpaso Creek_1,"What is the approximate distance of Malpaso Creek south of Carmel, expressed in kilometers?",3.1 km,5.0 km,13.0 km,10.0 km,8.0 km,4
Malpaso Creek,Malpaso Creek_2,In what year was a low-grade bituminous coal deposit discovered in upper Malpaso Canyon?,1864,1874,1984,1884,1974,1
Maltanner Creek,Maltanner Creek_1,Into which larger waterway does Maltanner Creek merge?,Black River,Mohawk River,Hudson River,St. Lawrence River,West Canada Creek,4
Maltanner Creek,Maltanner Creek_2,In which county is the confluence of Maltanner Creek and West Canada Creek located?,Fulton County,Oneida County,Montgomery County,Madison County,Herkimer County,4
Mamaroneck River,Mamaroneck River_1,What is the total area of the Mamaroneck River's watershed in square miles?,25.1 square miles,7.3 square miles,11.7 square miles,17.4 square kilometers,17.4 square miles,4
Mamaroneck River,Mamaroneck River_2,The Mamaroneck River originates in which two municipalities?,Harrison and Mamaroneck Village,Mamaroneck Town and Village,Long Island Sound and White Plains,White Plains and Long Island Sound,White Plains and Harrison,4
